budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
20000000,Relativity Media,USA,Mike Binder,Drama,19661987,Reign Over Me,R,23-03-2007,124,7.5,Adam Sandler,86887,Mike Binder,2007
10000000,Focus Features,USA,Dave Meyers,Horror,16472961,The Hitcher,R,19-01-2007,84,5.6,Sean Bean,36616,Eric Red,2007
0,GP Pictures,USA,Jonah Markowitz,Drama,142666,Shelter,R,16-04-2009,97,7.8,Trevor Wright,17462,Jonah Markowitz,2007
35000000,Metro-Goldwyn-Mayer (MGM),USA,Robert Redford,Drama,14998070,Lions for Lambs,R,09-11-2007,92,6.2,Tom Cruise,42926,Matthew Michael Carnahan,2007
19000000,Screen Gems,USA,Nimród Antal,Horror,19363565,Vacancy,R,20-04-2007,85,6.2,Kate Beckinsale,84066,Mark L. Smith,2007
20000000,DreamWorks,USA,Marc Forster,Drama,15800078,The Kite Runner,PG-13,11-01-2008,128,7.6,Khalid Abdalla,71096,David Benioff,2007
1500000,Night and Day Pictures,USA,Adrienne Shelly,Comedy,19067631,Waitress,PG-13,25-05-2007,108,7,Keri Russell,39286,Adrienne Shelly,2007
27500000,Anonymous Content,USA,Gavin Hood,Drama,9736045,Rendition,R,19-10-2007,122,6.8,Reese Witherspoon,49635,Kelley Sane,2007
60795000,Revolution Studios,USA,James Foley,Crime,23984949,Perfect Stranger,R,13-04-2007,109,5.7,Halle Berry,39651,Todd Komarnicki,2007
21000000,Columbia Pictures,USA,James Gray,Crime,28563179,We Own the Night,R,12-10-2007,117,6.9,Joaquin Phoenix,75706,James Gray,2007
30000000,Millennium Films,USA,Jon Avnet,Crime,16930884,88 Minutes,R,18-04-2008,108,5.9,Al Pacino,68510,Gary Scott Thompson,2007
100000000,Columbia Pictures,USA,Ash Brannon,Animation,58867694,Surf's Up,PG,08-06-2007,85,6.7,Shia LaBeouf,57904,Don Rhymer,2007
25000000,Lionsgate,USA,Philip G. Atwell,Action,22466994,War,R,24-08-2007,103,6.3,Jet Li,76529,Lee Anthony Smith,2007
70000000,Warner Bros.,USA,Neil Jordan,Crime,36793804,The Brave One,R,14-09-2007,122,6.8,Jodie Foster,52932,Roderick Taylor,2007
20000000,The Weinstein Company,USA,Shari Springer Berman,Comedy,25925170,The Nanny Diaries,PG-13,24-08-2007,106,6.2,Scarlett Johansson,51024,Emma McLaughlin,2007
30000000,Hollywood Pictures,USA,David S. Goyer,Crime,20568319,The Invisible,PG-13,27-04-2007,102,6.3,Justin Chatwin,32253,Mick Davis,2007
34000000,Imagi Animation Studios,Hong Kong,Kevin Munroe,Animation,54149098,TMNT: Las Tortugas Ninja,PG,23-03-2007,87,6.3,Patrick Stewart,55759,Kevin Munroe,2007
0,Universal Pictures,USA,Billy Ray,Biography,33231264,Breach,PG-13,16-02-2007,110,7,Chris Cooper,53763,Adam Mazer,2007
12000000,360 Pictures,USA,Chris Sivertson,Mystery,7498716,I Know Who Killed Me,R,27-07-2007,100,3.6,Lindsay Lohan,23832,Jeff Hammond,2007
4600000,Celluloid Dreams,France,Tom Kalin,Drama,434417,Savage Grace,NOT RATED,25-01-2008,97,5.9,Julianne Moore,9518,Howard A. Rodman,2007
20000000,Twentieth Century Fox Film Corporation,USA,Marcus Nispel,Action,10232081,Pathfinder,R,13-04-2007,99,5.4,Karl Urban,38839,Laeta Kalogridis,2007
22000000,New Line Cinema,USA,Craig Gillespie,Comedy,25628629,Mr. Woodcock,PG-13,14-09-2007,100,5.2,Billy Bob Thornton,32229,Michael Carnes,2007
27000000,New Line Cinema,USA,Menno Meyjes,Comedy,7486906,Martian Child,PG,02-11-2007,106,6.8,John Cusack,18187,Seth Bass,2007
28000000,Castle Rock Entertainment,USA,Scott Hicks,Comedy,43107979,No Reservations,PG,27-07-2007,104,6.3,Catherine Zeta-Jones,62276,Carol Fuchs,2007
,Lionsgate,USA,Scott Wiper,Action,3718,The Condemned,R,27-04-2007,100,6.1,Steve Austin,46635,Scott Wiper,2007
16500000,Morgan Creek Productions,USA,Joe Nussbaum,Comedy,11892415,Sydney White,PG-13,21-09-2007,108,6.3,Amanda Bynes,40178,Chad Gomez Creasey,2007
20000000,Warner Bros.,USA,Andrew Fleming,Comedy,25612520,Nancy Drew,PG,15-06-2007,99,5.9,Emma Roberts,16948,Andrew Fleming,2007
60000000,Boll Kino Beteiligungs GmbH & Co. KG,Germany,Uwe Boll,Action,4535117,In the Name of the King: A Dungeon Siege Tale,PG-13,11-01-2008,127,3.8,Jason Statham,39999,Doug Taylor,2007
45000000,New Line Cinema,USA,Mike Newell,Drama,4607608,Love in the Time of Cholera,R,16-11-2007,139,6.4,Javier Bardem,20111,Ronald Harwood,2007
7300000,2.4.7. Films,France,Vincent Paronnaud,Animation,4443403,Persépolis,PG-13,22-02-2008,96,8.1,Chiara Mastroianni,75802,Marjane Satrapi,2007
40000000,Warner Bros.,USA,Stephen Hopkins,Horror,25117498,The Reaping,R,05-04-2007,99,5.7,Hilary Swank,38837,Carey Hayes,2007
,Warner Independent Pictures (WIP),USA,Paul Haggis,Crime,6777741,In the Valley of Elah,R,28-09-2007,121,7.2,Tommy Lee Jones,62833,Paul Haggis,2007
10000000,Castle Rock Entertainment,USA,Jon Kasdan,Comedy,11043445,In the Land of Women,PG-13,20-04-2007,97,6.5,Adam Brody,28844,Jon Kasdan,2007
15000000,Harpo Films,USA,Denzel Washington,Biography,30226144,The Great Debaters,PG-13,25-12-2007,126,7.6,Denzel Washington,50295,Robert Eisele,2007
10000000,Block 2 Pictures,Hong Kong,Kar-Wai Wong,Drama,866778,Noches púrpuras,PG-13,04-04-2008,95,6.7,Norah Jones,46741,Kar-Wai Wong,2007
NaN,Peace Arch Entertainment Group,Canada,J.P. Schaefer,Biography,55704,El asesino de John Lennon,R,01-08-2008,84,5.7,Chuck Cooper,9163,J.P. Schaefer,2007
5000000,Avenue Pictures,USA,Daniel Waters,Comedy,23563,Sex and Death 101,R,22-02-2008,117,6,Robert Wisdom,9860,Daniel Waters,2007
17000000,Captivity Productions,USA,Roland Joffé,Crime,2626800,Captivity,R,13-07-2007,96,4.7,Elisha Cuthbert,21178,Larry Cohen,2007
8000000,P2 Productions,USA,Franck Khalfoun,Crime,3992339,P2,R,09-11-2007,98,5.9,Rachel Nichols,27335,Alexandre Aja,2007
65000000,Mandate Pictures,USA,Zach Helm,Comedy,32061555,Mr. Magorium's Wonder Emporium,G,16-11-2007,93,6.2,Natalie Portman,37538,Zach Helm,2007
20000000,Rhombus Media,Canada,François Girard,Drama,1103075,Retrato de amor,R,21-09-2007,107,5.9,Michael Pitt,9922,Alessandro Baricco,2007
20000000,Rhombus Media,Canada,François Girard,Drama,1103075,Retrato de amor,R,21-09-2007,107,5.9,Michael Pitt,9922,Alessandro Baricco,2007
3800000,A-Team,Japan,Takashi Miike,Action,48034,Sukiyaki Western Django,R,15-09-2007,121,6.3,Hideaki Itô,13379,Takashi Miike,2007
28000000,Revolution Studios,Canada,Steve Carr,Comedy,49631958,Are We Done Yet?,PG,04-04-2007,92,4,Ice Cube,16749,Hank Nelken,2007
0,Hollywood Pictures,USA,Michael Katleman,Action,10597734,Primeval,R,12-01-2007,93,4.7,Dominic Purcell,11611,John Brancato,2007
16000000,DreamWorks,USA,Susanne Bier,Drama,3287315,Things We Lost in the Fire,R,19-10-2007,118,7.2,Halle Berry,25351,Allan Loeb,2007
25000000,Intermedia,USA,Richard Shepard,Adventure,969869,The Hunting Party,R,21-09-2007,101,6.9,Richard Gere,22857,Richard Shepard,2007
20000000,CTB Film Company,Russia,Sergei Bodrov,Adventure,5701643,Mongol: The Rise of Genghis Khan,R,04-07-2008,126,7.3,Tadanobu Asano,39640,Arif Aliev,2007
16000000,Paramount Vantage,USA,Michael Winterbottom,Biography,9176787,A Mighty Heart,R,22-06-2007,108,6.7,Angelina Jolie,24917,John Orloff,2007
20000000,Fox Atomic,USA,Tom Brady,Comedy,13349251,The Comebacks,PG-13,19-10-2007,107,4.2,David Koechner,10302,Ed Yeager,2007
20000000,Magnolia Pictures,UK,Michael Radford,Crime,1200234,Flawless,PG-13,28-03-2008,108,6.8,Demi Moore,20482,Edward Anderson,2007
2600000,Rifkin-Eberts,USA,Tony Giglio,Horror,50000,Timber Falls,R,23-05-2008,100,5.3,Josh Randall,5236,Dan Kay,2007
15000000,Lions Gate Films,USA,Tyler Perry,Comedy,55184721,Why Did I Get Married?,PG-13,12-10-2007,100,5.7,Tyler Perry,10288,Tyler Perry,2007
13000000,Facilitator Films,USA,Preston A. Whitmore II,Comedy,49121934,This Christmas,PG-13,21-11-2007,100,6.2,Regina King,7027,Preston A. Whitmore II,2007
15000000,Metro-Goldwyn-Mayer (MGM),USA,Katja von Garnier,Drama,3525161,Blood and Chocolate,PG-13,26-01-2007,100,5.5,Agnes Bruckner,15964,Ehren Kruger,2007
3500000,Odyssey Entertainment,USA,Helen Hunt,Comedy,3735303,Then She Found Me,R,09-05-2008,100,6,Helen Hunt,8895,Alice Arlen,2007
8000000,Hyde Park Entertainment,Canada,Stuart Townsend,Action,223537,Battle in Seattle,R,07-05-2008,99,6.7,André Benjamin,13248,Stuart Townsend,2007
4000000,Australian Film Finance Corporation (AFFC),Australia,Rod Hardy,Drama,46474,Un verano para toda la vida,PG-13,02-11-2007,105,6.6,Daniel Radcliffe,10900,Ronald Kinnoch,2007
3500000,Medusa Film,Italy,Dario Argento,Horror,58669,Mother of Tears,R,10-02-2010,102,5.1,Asia Argento,7679,Jace Anderson,2007
10000000,NALA Films,USA,Jieho Lee,Crime,25775,The Air I Breathe,R,17-10-2008,95,6.9,Brendan Fraser,32130,Jieho Lee,2007
55000000,Warner Bros.,USA,Curtis Hanson,Drama,5755286,Lucky You,PG-13,04-05-2007,124,5.9,Eric Bana,18870,Eric Roth,2007
185000000,Warner Bros.,USA,Christopher Nolan,Action,534858444,The Dark Knight,PG-13,18-07-2008,152,9,Christian Bale,1839571,Jonathan Nolan,2008
37000000,Summit Entertainment,USA,Catherine Hardwicke,Drama,191465414,Twilight,PG-13,21-11-2008,122,5.2,Kristen Stewart,366772,Melissa Rosenberg,2008
85000000,Universal Pictures,USA,Guillermo del Toro,Action,75754670,Hellboy II: The Golden Army,PG-13,11-07-2008,120,7,Ron Perlman,221241,Guillermo del Toro,2008
25000000,Columbia Pictures,USA,Fred Wolf,Comedy,48237389,The House Bunny,PG-13,22-08-2008,97,5.5,Anna Faris,68405,Karen McCullah,2008
52000000,Universal Pictures,USA,Phyllida Lloyd,Comedy,144130063,Mamma Mia!,PG-13,18-07-2008,108,6.4,Meryl Streep,157292,Catherine Johnson,2008
10000000,Rogue Pictures,USA,Bryan Bertino,Horror,52597610,The Strangers,R,30-05-2008,86,6.2,Scott Speedman,98780,Bryan Bertino,2008
92000000,DreamWorks,USA,Ben Stiller,Action,110515313,Tropic Thunder,R,13-08-2008,107,7,Ben Stiller,327846,Justin Theroux,2008
140000000,Paramount Pictures,USA,Jon Favreau,Action,318412101,Iron Man,PG-13,02-05-2008,126,7.9,Robert Downey Jr.,755866,Mark Fergus,2008
25000000,EuropaCorp,France,Pierre Morel,Action,0,Búsqueda implacable,PG-13,30-01-2009,93,7.8,Liam Neeson,509623,Luc Besson,2008
150000000,Warner Bros.,USA,David Fincher,Drama,127509326,The Curious Case of Benjamin Button,PG-13,25-12-2008,166,7.8,Brad Pitt,495968,Eric Roth,2008
18000000,Warner Bros.,UK,Guy Ritchie,Action,5694401,RocknRolla,R,31-10-2008,114,7.3,Gerard Butler,207016,Guy Ritchie,2008
6000000,Wild Bunch,USA,Darren Aronofsky,Drama,26236603,The Wrestler,R,30-01-2009,109,7.9,Mickey Rourke,263945,Robert D. Siegel,2008
75000000,Universal Pictures,USA,Timur Bekmambetov,Action,134508551,Wanted,R,27-06-2008,110,6.7,Angelina Jolie,317547,Michael Brandt,2008
15000000,Warner Bros.,UK,Danny Boyle,Drama,141319928,Slumdog Millionaire,R,25-12-2008,120,8,Dev Patel,690202,Simon Beaufoy,2008
180000000,FortyFour Studios,USA,Andrew Stanton,Animation,223808164,WALL·E,G,27-06-2008,98,8.4,Ben Burtt,799707,Andrew Stanton,2008
150000000,Universal Pictures,USA,Louis Leterrier,Action,134518390,The Incredible Hulk,PG-13,13-06-2008,112,6.8,Edward Norton,350423,Zak Penn,2008
65000000,New Line Cinema,USA,Michael Patrick King,Comedy,152647258,Sex and the City,R,30-05-2008,145,5.5,Sarah Jessica Parker,104063,Michael Patrick King,2008
0,Rollercoaster Films,UK,James Watkins,Horror,5824,Eden Lake,NOT RATED,16-10-2009,91,6.8,Kelly Reilly,63256,James Watkins,2008
15000000,Blueprint Pictures,UK,Martin McDonagh,Comedy,7757130,In Bruges,R,29-02-2008,107,7.9,Colin Farrell,328223,Martin McDonagh,2008
65000000,Columbia Pictures,USA,Adam McKay,Comedy,100468793,Step Brothers,R,25-07-2008,98,6.9,Will Ferrell,227558,Will Ferrell,2008
33000000,Matten Productions,Germany,Clint Eastwood,Drama,148095302,Gran Torino,R,09-01-2009,116,8.2,Clint Eastwood,609483,Nick Schenk,2008
35000000,Columbia Pictures,USA,Robert Luketic,Crime,81159365,21,PG-13,28-03-2008,123,6.8,Jim Sturgess,201705,Peter Steinfeld,2008
12500000,Miramax,UK,Mark Herman,Drama,9030581,The Boy in the Striped Pajamas,PG-13,26-11-2008,94,7.8,Asa Butterfield,149511,John Boyne,2008
,Vertigo Films,UK,Nicolas Winding Refn,Action,104792,Bronson,R,13-03-2009,92,7.1,Tom Hardy,97452,Brock Norman Brock,2008
200000000,Metro-Goldwyn-Mayer (MGM),UK,Marc Forster,Action,168368427,Quantum of Solace,PG-13,14-11-2008,106,6.6,Daniel Craig,353784,Paul Haggis,2008
30000000,Universal Pictures,USA,Nicholas Stoller,Comedy,63172463,Forgetting Sarah Marshall,R,18-04-2008,111,7.2,Kristen Bell,230079,Jason Segel,2008
15000000,Voltage Pictures,USA,Kathryn Bigelow,Drama,17017811,The Hurt Locker,R,31-07-2009,131,7.6,Jeremy Renner,359240,Mark Boal,2008
25000000,Paramount Pictures,USA,Matt Reeves,Action,80048433,Cloverfield,PG-13,18-01-2008,85,7,Mike Vogel,319809,Drew Goddard,2008
27000000,Columbia Pictures,USA,David Gordon Green,Action,87341380,Pineapple Express,R,06-08-2008,111,7,Seth Rogen,272938,Seth Rogen,2008
30000000,Fox 2000 Pictures,USA,Anne Fletcher,Comedy,76808654,27 Dresses,PG-13,18-01-2008,111,6.1,Katherine Heigl,133431,Aline Brosh McKenna,2008
185000000,Paramount Pictures,USA,Steven Spielberg,Action,317101119,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,22-05-2008,122,6.2,Harrison Ford,358563,David Koepp,2008
15500000,The Weinstein Company,Spain,Woody Allen,Drama,23216709,Vicky Cristina Barcelona,PG-13,15-08-2008,96,7.1,Rebecca Hall,212733,Woody Allen,2008
35000000,DreamWorks,USA,Sam Mendes,Drama,22911480,Revolutionary Road,R,23-01-2009,119,7.3,Leonardo DiCaprio,162463,Justin Haythe,2008
35000000,Lionsgate,USA,Lexi Alexander,Action,7948159,Punisher: War Zone,R,05-12-2008,103,6,Ray Stevenson,52479,Nick Santora,2008
145000000,Universal Pictures,USA,Rob Cohen,Action,102491776,The Mummy: Tomb of the Dragon Emperor,PG-13,01-08-2008,112,5.2,Brendan Fraser,128515,Alfred Gough,2008
NaN,Ealing Studios,UK,Stephan Elliott,Comedy,2656324,Easy Virtue,PG-13,19-06-2009,,6.7,Jessica Biel,17579,Stephan Elliott,2008
150000000,Columbia Pictures,USA,Peter Berg,Action,227946274,Hancock,PG-13,02-07-2008,92,6.4,Will Smith,375055,Vincent Ngo,2008
70000000,Warner Bros.,USA,Ridley Scott,Action,39394666,Body of Lies,R,10-10-2008,128,7.1,Leonardo DiCaprio,185521,William Monahan,2008
130000000,DreamWorks Animation,USA,Mark Osborne,Animation,215434591,Kung Fu Panda,PG,06-06-2008,92,7.6,Jack Black,339024,Jonathan Aibel,2008
90000000,Paramount Pictures,NaN,Mark Waters,Adventure,71195053,The Spiderwick Chronicles,PG,14-02-2008,96,6.6,Freddie Highmore,74370,Karey Kirkpatrick,2008
24000000,Blue Askew,USA,Kevin Smith,Comedy,31457946,Zack and Miri Make a Porno,R,31-10-2008,101,6.6,Seth Rogen,156855,Kevin Smith,2008
48000000,Twentieth Century Fox Film Corporation,USA,M. Night Shyamalan,Comedy,64506874,The Happening,R,13-06-2008,91,5,Mark Wahlberg,173949,M. Night Shyamalan,2008
75000000,Metro-Goldwyn-Mayer (MGM),USA,Bryan Singer,Drama,83077833,Valkyrie,PG-13,25-12-2008,121,7.1,Tom Cruise,197529,Christopher McQuarrie,2008
32000000,The Weinstein Company,USA,Stephen Daldry,Drama,34194407,The Reader,R,30-01-2009,124,7.6,Kate Winslet,202175,David Hare,2008
225000000,Walt Disney Pictures,USA,Andrew Adamson,Action,141621490,The Chronicles of Narnia: Prince Caspian,PG,16-05-2008,150,6.6,Ben Barnes,162829,Andrew Adamson,2008
50000000,Lionsgate,Germany,Sylvester Stallone,Action,42754105,Rambo 4: Regreso al Infierno,R,25-01-2008,92,7,Sylvester Stallone,189986,Art Monterastelli,2008
70000000,Warner Bros.,USA,Andy Tennant,Action,70231041,Fool's Gold,PG-13,08-02-2008,112,5.7,Matthew McConaughey,64098,John Claflin,2008
80000000,Warner Bros.,USA,Peter Segal,Action,130319208,Get Smart,PG-13,20-06-2008,110,6.5,Steve Carell,176842,Tom J. Astle,2008
55000000,Columbia Pictures,USA,Gabriele Muccino,Drama,69951824,Seven Pounds,PG-13,19-12-2008,123,7.7,Will Smith,249856,Grant Nieporte,2008
28000000,Universal Pictures,Germany,David Wain,Comedy,67294270,Un par nada ejemplar,R,07-11-2008,99,6.9,Paul Rudd,202096,Timothy Dowling,2008
85000000,Twentieth Century Fox Film Corporation,USA,Doug Liman,Action,80172128,Jumper,PG-13,14-02-2008,88,6.1,Hayden Christensen,256451,David S. Goyer,2008
4000000,EFTI,Sweden,Tomas Alfredson,Drama,2122065,Let the Right One In,R,12-12-2008,115,7.9,Kåre Hedebrant,183463,John Ajvide Lindqvist,2008
20000000,Summit Entertainment,USA,Jeff Wadlow,Action,24850922,Never Back Down,PG-13,14-03-2008,110,6.6,Sean Faris,85496,Chris Hauty,2008
35000000,Columbia Pictures,UK,Justin Chadwick,Biography,26814957,The Other Boleyn Girl,PG-13,29-02-2008,115,6.7,Natalie Portman,89728,Peter Morgan,2008
30000000,Rogue Pictures,UK,Neil Marshall,Action,10955425,Doomsday,R,14-03-2008,113,6,Rhona Mitra,65516,Neil Marshall,2008
37000000,Focus Features,USA,Ethan Coen,Comedy,60355347,Burn After Reading,R,12-09-2008,96,7,Brad Pitt,264758,Joel Coen,2008
50000000,The Weinstein Company,USA,Howard McCain,Action,160641,Outlander,R,01-04-2010,115,6.3,Jim Caviezel,66198,Dirk Blackman,2008
27000000,Alcon Entertainment,Japan,Eric Valette,Horror,26876529,One Missed Call,PG-13,04-01-2008,87,4,Edward Burns,27947,Andrew Klavan,2008
18000000,Senator Entertainment Co,Germany,Gregor Jordan,Crime,300000,The Informers,R,24-04-2009,98,5.1,Billy Bob Thornton,14783,Bret Easton Ellis,2008
1500000,Bridgit Folman Film Gang,Israel,Ari Folman,Animation,2283276,Waltz with Bashir,R,15-07-2009,90,8,Ari Folman,48937,Ari Folman,2008
25000000,Exodus Film Group,USA,Tony Leondis,Animation,19528602,Igor,PG,19-09-2008,87,6,John Cusack,20476,Chris McKenna,2008
25000000,CinemaNX,UK,Richard Linklater,Drama,1186957,Me and Orson Welles,PG-13,18-12-2009,114,6.8,Zac Efron,9720,Robert Kaplow,2008
6000000,Occupant Entertainment,UK,Jonathan Levine,Comedy,2077116,The Wackness,R,01-08-2008,99,7,Josh Peck,28052,Jonathan Levine,2008
8000000,Kulture Machine,USA,Dennis Lee,Drama,3393161,Fireflies in the Garden,R,13-11-2009,99,6.5,Ryan Reynolds,11269,Robert Frost,2008
45000000,40 Acres & A Mule Filmworks,USA,Spike Lee,Action,7916887,Miracle at St. Anna,R,26-09-2008,160,6,Derek Luke,16239,James McBride,2008
7000000,Sony Pictures Classics,USA,David Mamet,Drama,2344847,Redbelt,R,09-05-2008,99,6.8,Chiwetel Ejiofor,19183,David Mamet,2008
10000000,Picturehouse,USA,Patricia Rozema,Drama,17655201,Kit Kittredge: An American Girl,G,02-07-2008,101,6.6,Abigail Breslin,4988,Ann Peacock,2008
13000000,Lakeshore Entertainment,USA,Isabel Coixet,Drama,3581642,Elegy,R,29-08-2008,112,6.8,Ben Kingsley,20231,Nicholas Meyer,2008
9000000,Bona Fide Productions,USA,Andrew Fleming,Comedy,4881867,Hamlet 2,R,27-08-2008,92,6.4,Steve Coogan,15574,Pam Brady,2008
10000000,New Crime Productions,USA,Joshua Seftel,Action,580862,"War, Inc.",R,13-06-2008,107,5.7,John Cusack,20411,Mark Leyner,2008
130000000,Warner Bros.,USA,Zack Snyder,Action,107509799,Watchmen,R,06-03-2009,162,7.6,Jackie Earle Haley,419061,David Hayter,2009
237000000,Twentieth Century Fox Film Corporation,UK,James Cameron,Action,760507625,Avatar,PG-13,18-12-2009,162,7.8,Sam Worthington,954412,James Cameron,2009
75000000,Universal Pictures,USA,Quentin Tarantino,Adventure,120540719,Inglourious Basterds,R,21-08-2009,153,8.3,Brad Pitt,988686,Quentin Tarantino,2009
150000000,Paramount Pictures,USA,J.J. Abrams,Action,257730019,Star Trek,PG-13,08-05-2009,127,8,Chris Pine,532987,Roberto Orci,2009
35000000,Warner Bros.,USA,Todd Phillips,Comedy,277322503,The Hangover,R,05-06-2009,100,7.8,Zach Galifianakis,622881,Jon Lucas,2009
250000000,Warner Bros.,UK,David Yates,Adventure,301959197,Harry Potter and the Half-Blood Prince,PG,15-07-2009,153,7.5,Daniel Radcliffe,362271,Steve Kloves,2009
40000000,Twentieth Century Fox Film Corporation,USA,Wes Anderson,Animation,21002919,Fantastic Mr. Fox,PG,25-11-2009,87,7.8,George Clooney,154247,Roald Dahl,2009
23600000,Columbia Pictures,USA,Ruben Fleischer,Adventure,75590286,Zombieland,R,02-10-2009,88,7.7,Jesse Eisenberg,419201,Rhett Reese,2009
25000000,Paramount Pictures,USA,Jason Reitman,Drama,83823381,Up in the Air,R,23-12-2009,109,7.4,George Clooney,283498,Walter Kirn,2009
29000000,Alcon Entertainment,USA,John Lee Hancock,Biography,255959475,The Blind Side,PG-13,20-11-2009,100,7.7,Quinton Aaron,242741,John Lee Hancock,2009
19000000,New Line Cinema,USA,Marcus Nispel,Horror,65002019,Friday the 13th,R,13-02-2009,97,5.6,Jared Padalecki,80586,Damian Shannon,2009
90000000,Warner Bros.,USA,Guy Ritchie,Action,209028679,Sherlock Holmes,PG-13,25-12-2009,128,7.6,Robert Downey Jr.,511547,Michael Robert Johnson,2009
200000000,Columbia Pictures,USA,Roland Emmerich,Action,166112167,2012,PG-13,13-11-2009,158,5.8,John Cusack,303766,Roland Emmerich,2009
60000000,Focus Features,USA,Henry Selick,Animation,75286229,Coraline,PG,06-02-2009,100,7.7,Dakota Fanning,161158,Henry Selick,2009
150000000,Twentieth Century Fox Film Corporation,USA,Gavin Hood,Action,179883157,X-Men Origins: Wolverine,PG-13,01-05-2009,107,6.7,Hugh Jackman,397838,David Benioff,2009
175000000,Pixar Animation Studios,USA,Pete Docter,Animation,293004164,Up,PG,29-05-2009,96,8.3,Edward Asner,743601,Pete Docter,2009
47000000,Pan Européenne,Belgium,Jaco Van Dormael,Drama,3600,Mr. Nobody,R,26-09-2013,141,7.9,Jared Leto,173190,Jaco Van Dormael,2009
11000000,StudioCanal,USA,Atom Egoyan,Drama,3074838,Chloe,R,26-03-2010,96,6.3,Julianne Moore,60262,Erin Cressida Wilson,2009
0,Vinod Chopra Productions,India,Rajkumar Hirani,Adventure,6532908,3 Idiots,PG-13,25-12-2009,170,8.4,Aamir Khan,250762,Rajkumar Hirani,2009
7500000,Fox Searchlight Pictures,USA,Marc Webb,Comedy,32391374,500 Days of Summer,PG-13,07-08-2009,95,7.7,Zooey Deschanel,407875,Scott Neustadter,2009
200000000,"Halcyon Company, The",USA,McG,Action,125322469,Terminator Salvation,PG-13,21-05-2009,115,6.6,Christian Bale,301842,John Brancato,2009
5000000,Liberty Films UK,UK,Duncan Jones,Drama,5009677,Moon,R,10-07-2009,97,7.9,Sam Rockwell,283589,Duncan Jones,2009
200000000,DreamWorks,USA,Michael Bay,Action,402111870,Transformers: Revenge of the Fallen,PG-13,24-06-2009,150,6,Shia LaBeouf,343549,Ehren Kruger,2009
2000000,Tornasol Films,Argentina,Juan José Campanella,Drama,20167424,The Secret in Their Eyes,R,21-05-2010,129,8.2,Ricardo Darín,149747,Eduardo Sacheri,2009
13000000,Yellow Bird,Sweden,Niels Arden Oplev,Drama,10095170,The Girl with the Dragon Tattoo,R,30-04-2010,152,7.8,Michael Nyqvist,185107,Nikolaj Arcel,2009
30000000,Twentieth Century Fox Film Corporation,USA,James Wong,Action,9353573,Dragonball: Evolution,PG,10-04-2009,85,2.6,Justin Chatwin,60877,Ben Ramsey,2009
30000000,Twentieth Century Fox Film Corporation,USA,James Wong,Action,9353573,Dragonball: Evolution,PG,10-04-2009,85,2.6,Justin Chatwin,60877,Ben Ramsey,2009
30000000,Twentieth Century Fox Film Corporation,USA,James Wong,Action,9353573,Dragonball: Evolution,PG,10-04-2009,85,2.6,Justin Chatwin,60877,Ben Ramsey,2009
30000000,TriStar Pictures,South Africa,Neill Blomkamp,Sci-Fi,115646235,Sector 9,R,14-08-2009,112,8,Sharlto Copley,566581,Neill Blomkamp,2009
150000000,Columbia Pictures,USA,Ron Howard,Mystery,133375846,Angels & Demons,PG-13,15-05-2009,138,6.7,Tom Hanks,232877,David Koepp,2009
16000000,Fox Atomic,USA,Karyn Kusama,Comedy,16204793,Jennifer's Body,R,18-09-2009,102,5.1,Megan Fox,98187,Diablo Cody,2009
11000000,Zentropa Entertainments,Denmark,Lars von Trier,Drama,397070,Anticristo,NOT RATED,18-03-2011,108,6.6,Willem Dafoe,96352,Lars von Trier,2009
40000000,Touchstone Pictures,USA,Anne Fletcher,Comedy,163958031,The Proposal,PG-13,19-06-2009,108,6.7,Sandra Bullock,247443,Peter Chiarelli,2009
25000000,Dimension Films,USA,John Hillcoat,Adventure,56692,The Road,R,18-12-2009,111,7.3,Viggo Mortensen,191196,Cormac McCarthy,2009
50000000,"Film Department, The",USA,F. Gary Gray,Crime,73343413,Law Abiding Citizen,R,16-10-2009,109,7.4,Gerard Butler,232508,Kurt Wimmer,2009
65000000,Walt Disney Pictures,USA,Andy Fickman,Action,67172594,Race to Witch Mountain,PG,13-03-2009,98,5.7,Dwayne Johnson,46750,Matt Lopez,2009
30000000,Curmudgeon Films,USA,Nick Cassavetes,Drama,49200230,My Sister's Keeper,PG-13,26-06-2009,109,7.4,Cameron Diaz,79925,Jeremy Leven,2009
175000000,Paramount Pictures,USA,Stephen Sommers,Action,152267519,G.I. Joe: The Rise of Cobra,PG-13,07-08-2009,118,5.8,Dennis Quaid,182662,Stuart Beattie,2009
15000000,Rogue Pictures,USA,Dennis Iliadis,Crime,32721635,The Last House on the Left,R,13-03-2009,110,6.6,Garret Dillahunt,72961,Adam Alleca,2009
85000000,Universal Pictures,USA,Justin Lin,Action,155064265,Fast & Furious,PG-13,03-04-2009,107,6.6,Vin Diesel,223114,Chris Morgan,2009
65000000,DreamWorks,USA,Peter Jackson,Drama,43818839,The Lovely Bones,PG-13,15-01-2010,135,6.7,Rachel Weisz,133076,Fran Walsh,2009
40000000,New Line Cinema,Germany,Ken Kwapis,Comedy,93953653,A él no le gustas tanto,PG-13,06-02-2009,129,6.4,Jennifer Aniston,139962,Abby Kohn,2009
